SESSION_ID,SESSION_DATE,SESSION_STARTED_TIME,SESSION_MODE,SESSION_CLOSED_REMARK,PRESENTATION_ID,PRESENTATION_NAME,PRODUCT,THERAPY_NAME,RA_OR_PA,PRESENTATION_MIX_TYPE,SESSION_TYPE,USER_NAME,TIME_IN_HRS,CALL_ID,ACC_ID,H_ACC_NAME__C,PRESENTATIONS_CUSTOMER_TYPE,ACC_RECORD_TYPE,ACC_CORE_TYPE,TERRITORY,MLS_ID,IS_ACTIVE,THERAPY,RESOURCE_FILETYPE,POWERPOINT_TYPE,PRODUCTS,CALL_STATUS,MSL
4001988,18-10-2023,12:50:00.000,Practice,true,40606,2,Product 4,Therapy 2,Reactive,Reactive,normal,22,0.000856481,,,,,,,,5339,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 4,Unlinked,Sanchez
4001558,20-09-2023,20:11:00.000,Live,true,40728,8,Product 4,Therapy 2,Reactive,Reactive,normal,22,0.006828704,,,,,,,1968-CTT_IN_T1709,5220,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Sanchez
4000492,03-01-2024,04:02:00.000,Practice,true,41975,8,Product 5,Therapy 2,Reactive,Reactive,normal,22,0.019664352,,,,,,,,4892,true,Therapy 2,PowerPoint,NIS - PPT,Product 5,Unlinked,Sanchez
4000467,16-02-2024,04:15:00.000,Live,true,40205,8,Product 7,Therapy 1,Reactive,Reactive,normal,22,0.000173611,,,,,,,,5234,true,Therapy 1,PowerPoint,NIS - PPT,Product 7,Unlinked,Sanchez
4000996,03-10-2023,13:26:00.000,Live,true,41918,3,Product 6,Therapy 1,Reactive,Reactive,normal,22,0.003645833,,,,,,,9761-CTT_IN_T9705,4848,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Sanchez
4000397,07-02-2023,,Live,true,40366,4,Product 6,Therapy 1,Reactive,Reactive,normal,22,0.031886574,,,,,,,9176-CTT_IN_T9107,5273,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Sanchez
4000539,01-01-2024,,Live,true,41991,3,Product 6,Therapy 1,Reactive,Reactive,normal,22,0.000162037,,,,,,,9760-CTT_IN_T9905,4937,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Sanchez
4001427,27-04-2024,,Live,true,41821,8,Product 6,Therapy 1,Reactive,Reactive,normal,22,0.000138889,,,,,,,1966-CTT_IN_T9907,5021,true,Therapy 1,Video,NIM - Video,Product 6,Unlinked,Sanchez
4001843,07-02-2024,,Live,true,41084,2,Product 6,Therapy 1,Reactive,Reactive,normal,22,0.000393519,t65Cb24245Zcx4SIZR,,2278h24245g1GFMZZ2,OTH,,,,4860,true,Therapy 1,Video,NIM - Video,Product 6,Linked,Sanchez
4001905,23-04-2024,,Live,true,41742,4,Product 4,Therapy 2,Reactive,Reactive,normal,22,0.008807870,,,,,,,1968-CTT_IN_T1709,5470,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Sanchez
4000171,05-05-2023,09:47:00.000,Practice,true,40737,8,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.000312500,,,,,,,,4825,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Sanchez
4000749,05-04-2023,,Live,true,41228,1,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.000173611,,,,,,,,4985,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Sanchez
4001063,15-06-2023,,Live,true,41296,2,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.000694444,t65Cb24245Zcvo6IZB,,2278h24245g1LbGZZU,OTH,,,9176-CTT_IN_T9107,4904,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Linked,Sanchez
4001900,01-04-2023,,Live,true,40044,5,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.031307870,t65Cb24245ZcvrBIZR,1157t24245hOImIZZW,2278h24245g1FFuZZM,OTH,,,9176-CTT_IN_T9107,4766,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Linked,Sanchez
4000750,05-07-2023,,Live,false,41918,5,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.021863426,,,,,,,,4530,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Sanchez
4000162,27-08-2023,,Live,false,41686,8,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.017708333,,,,,,,,5189,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Sanchez
4000678,24-07-2023,,Live,false,40537,9,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.002303241,,,,,,,,5333,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Sanchez
4000398,01-01-2024,,Live,true,41644,5,Product 1,Therapy 1,Reactive,Reactive,normal,22,0.000937500,,,,,,,9786-CTT_IN_T9706,4709,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Sanchez
4000325,12-02-2023,,Live,false,40007,5,Product 8,Therapy 1,Reactive,Reactive,normal,22,0.001620370,,,,,,,,5494,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Sanchez
4000959,07-04-2024,,Live,false,40172,2,Product 8,Therapy 1,Reactive,Reactive,normal,22,0.000231481,,,,,,,9549-CTT_IN_T9109,4884,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Sanchez
4001896,02-03-2024,,Live,true,40094,1,Product 8,Therapy 1,Reactive,Reactive,normal,22,0.001678241,,,,,,,,4826,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Sanchez
4001181,27-10-2023,,Live,true,41977,9,Product 8,Therapy 1,Reactive,Reactive,normal,22,0.007500000,,,,,,,9769-CTT_IN_T9704,5199,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Sanchez
4001312,07-03-2024,,Live,true,40923,5,Product 8,Therapy 1,Reactive,Reactive,normal,22,0.000277778,t65Cb24245ZcvcrIZB,,2278h24245g1EjtZZE,OTH,,,9176-CTT_IN_T9107,5078,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Linked,Sanchez
4001521,25-01-2023,02:48:00.000,Live,true,40741,3,Product 4,Therapy 2,Reactive,Reactive,normal,5,0.000138889,,,,,,,9784-CTT_IN_T1707,5146,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Collin
4001327,25-03-2024,01:12:00.000,Practice,true,41427,4,Product 4,Therapy 2,Reactive,Reactive,normal,5,0.008472222,,,,,,,,4653,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Collin
4000052,12-07-2024,07:40:00.000,Practice,true,41619,4,Product 5,Therapy 2,Reactive,Reactive,normal,5,0.000381944,,,,,,,,5220,true,Therapy 2,PowerPoint,NIS - PPT,Product 5,Unlinked,Collin
4000309,17-09-2023,11:21:00.000,Practice,false,41358,3,Product 4,Therapy 2,Reactive,Reactive,normal,5,0.001145833,,,,,,,,5250,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Collin
4001317,18-12-2023,23:45:00.000,Live,true,41302,7,Product 6,Therapy 1,Reactive,Reactive,normal,5,0.098622685,t65Cb24245ZcvXDIZZ,,2278h24245m5IC1ZZM,OTH,,,,4962,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Linked,Collin
4001297,02-11-2023,,Live,false,41934,5,Product 6,Therapy 1,Reactive,Reactive,normal,5,0.016678241,,,,,,,9769-CTT_IN_T9704,4654,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Collin
4000286,06-01-2023,,Live,false,41728,6,Product 6,Therapy 1,Reactive,Reactive,normal,5,0.001435185,,,,,,,9786-CTT_IN_T9706,5386,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Collin
4000312,10-09-2023,,Practice,false,41549,1,Product 6,Therapy 1,Reactive,Reactive,normal,5,0.012534722,,,,,,,,4849,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Collin
4000325,31-08-2023,,Live,false,41124,2,Product 4,Therapy 2,Reactive,Reactive,normal,5,0.000868056,t65Cb24245Zcw0gIZB,1157t24245YQ69pZZD,2278h22222H31ppZZB,OTH,,,,4540,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Linked,Collin
4001364,26-10-2023,,Practice,true,41277,8,Product 4,Therapy 2,Reactive,Reactive,normal,5,0.000983796,,,,,,,9784-CTT_IN_T1707,4809,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Collin
4000908,07-10-2023,03:42:00.000,Practice,true,40581,1,Product 1,Therapy 1,Reactive,Reactive,normal,5,0.002511574,,,,,,,9780-CTT_IN_T9909,5124,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Collin
4000326,03-05-2023,05:34:00.000,Live,false,40644,2,Product 1,Therapy 1,Reactive,Reactive,normal,5,0.015011574,,,,,,,,5042,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Collin
4001188,18-11-2023,,Practice,true,40189,2,Product 1,Therapy 1,Reactive,Reactive,normal,5,0.010358796,,,,,,,,4907,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Collin
4000795,05-03-2024,,Practice,false,40953,3,Product 1,Therapy 1,Reactive,Reactive,normal,5,0.003449074,,,,,,,9785-CTT_IN_T9101,4827,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Collin
4000495,19-09-2023,,Practice,true,41055,9,Product 1,Therapy 1,Reactive,Reactive,normal,5,0.000138889,,,,,,,,4650,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Collin
4001641,17-07-2024,,Practice,true,41557,10,Product 1,Therapy 1,Reactive,Reactive,normal,5,0.001053241,t65Cb24245Zwz8VIZR,,,,,,9787-CTT_IN_T9904,4793,true,Therapy 1,PowerPoint,NIS - PDF,Product 1,Linked,Collin
4001187,28-08-2023,,Live,true,41883,1,Product 6,Therapy 1,Reactive,Reactive,normal,5,0.000555556,,,,,,,9786-CTT_IN_T9706,5094,true,Therapy 1,PDF,NIS - PDF,Product 6,Unlinked,Collin
4000213,05-04-2023,,Live,false,40982,5,Product 8,Therapy 1,Reactive,Reactive,normal,5,0.000219907,,,,,,,9761-CTT_IN_T9705,5238,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Collin
4000916,12-07-2023,,Live,false,40320,2,Product 8,Therapy 1,Reactive,Reactive,normal,5,0.005995370,,,,,,,,4621,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Collin
4001200,15-01-2024,,Live,false,41712,6,Product 8,Therapy 1,Reactive,Reactive,normal,5,0.029143519,,,,,,,,5440,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Collin
4001014,11-06-2024,,Live,true,40410,5,Product 8,Therapy 1,Reactive,Reactive,normal,5,0.006331019,t65Cb24245ZcxRQIZZ,,2278h22222H3TdJZZV,OTH,,,9786-CTT_IN_T9706,5457,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Linked,Collin
4000851,02-04-2024,11:31:00.000,Live,true,41019,9,Product 7,Therapy 1,Reactive,Reactive,normal,15,0.001203704,,,,,,,,4747,true,Therapy 1,Video,NIM - Video,Product 7,Unlinked,Kren
4000134,21-05-2024,05:41:00.000,Practice,false,41462,3,Product 2,Therapy 2,Reactive,Reactive,normal,15,0.000590278,,,,,,,,5202,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Kren
4001466,27-10-2023,22:11:00.000,Practice,false,41799,7,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.002337963,,,,,,,,5264,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4001943,14-01-2023,23:11:00.000,Live,false,41222,4,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.011631944,,,,,,,1969-CTT_IN_T1704,4689,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000043,04-06-2023,22:09:00.000,Live,false,41734,7,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.003692130,,,,,,,1969-CTT_IN_T1704,5276,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000383,02-02-2024,04:32:00.000,Practice,true,40846,7,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.007465278,,,,,,,,5054,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4001721,25-05-2024,09:13:00.000,Live,true,41316,2,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.001018519,,,,,,,1968-CTT_IN_T1709,4882,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000526,25-04-2024,06:58:00.000,Live,true,40903,7,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.000555556,,,,,,,1968-CTT_IN_T1709,5320,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 4,Unlinked,Kren
4001757,12-04-2023,14:21:00.000,Live,true,40763,4,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.005034722,,,,,,,1968-CTT_IN_T1709,5225,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000047,30-07-2024,13:43:00.000,Live,true,40768,8,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.000983796,,,,,,,1968-CTT_IN_T1709,5157,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000989,26-01-2023,17:29:00.000,Practice,true,41430,9,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.004467593,,,,,,,1969-CTT_IN_T1704,5269,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4001978,10-04-2023,21:10:00.000,Live,true,40485,6,Product 6,Therapy 1,Reactive,Reactive,normal,15,0.005601852,,,,,,,9789-CTT_IN_T9906,4778,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Kren
4000624,13-10-2023,,Live,true,41406,2,Product 6,Therapy 1,Reactive,Reactive,normal,15,0.005335648,t65Cb24245ZcuzSIZR,1157t24245hOQYXZZ4,2278h24245m4sW6ZZI,OTH,,,9786-CTT_IN_T9706,5426,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Linked,Kren
4001244,16-02-2023,,Live,false,41932,9,Product 6,Therapy 1,Reactive,Reactive,normal,15,0.000416667,,,,,,,1966-CTT_IN_T9907,5013,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Kren
4000567,20-07-2024,,Practice,true,41311,7,Product 6,Therapy 1,Reactive,Reactive,normal,15,0.000960648,,,,,,,9176-CTT_IN_T9107,4883,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Kren
4000474,03-10-2023,,Practice,true,41521,1,Product 6,Therapy 1,Reactive,Reactive,normal,15,0.000185185,,,,,,,9780-CTT_IN_T9909,5229,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Kren
4001118,27-10-2023,,Live,true,40650,4,Product 6,Therapy 1,Reactive,Reactive,normal,15,0.000150463,,,,,,,9761-CTT_IN_T9705,5458,true,Therapy 1,PowerPoint,NIS - PPT,Product 6,Unlinked,Kren
4001853,01-12-2023,,Live,true,40458,6,Product 6,Therapy 1,Reactive,Reactive,normal,15,0.007905093,t65Cb24245ZcvDFIZZ,1157t24245YRuPCZZ1,2278h24245g1IMrZZM,OTH,,,9785-CTT_IN_T9101,5448,true,Therapy 1,Video,NIM - Video,Product 6,Linked,Kren
4000869,29-06-2024,,Live,true,40428,9,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.001446759,t65Cb24245ZcujRIZR,1157t24245YRkTNZZ1,2278h22221CSWctZZH,OTH,,,,4725,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Linked,Kren
4000873,21-01-2023,,Practice,true,41044,10,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.089120370,,,,,,,,4852,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4001286,15-08-2023,,Practice,true,41336,3,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.001597222,,,,,,,,5253,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000996,04-03-2024,,Practice,true,40241,5,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.000219907,,,,,,,,5305,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000662,18-11-2023,,Practice,true,41088,4,Product 4,Therapy 2,Reactive,Reactive,normal,15,0.014548611,,,,,,,9784-CTT_IN_T1707,4508,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Kren
4000112,05-12-2023,22:35:00.000,Practice,true,41901,8,Product 1,Therapy 1,Reactive,Reactive,normal,15,0.000902778,,,,,,,,5039,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Kren
4000292,02-05-2024,09:14:00.000,Live,true,41290,3,Product 1,Therapy 1,Reactive,Reactive,normal,15,0.007708333,,,,,,,9785-CTT_IN_T9101,5021,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Kren
4001082,19-06-2024,13:38:00.000,Live,false,41494,4,Product 1,Therapy 1,Reactive,Reactive,normal,15,0.000196759,,,,,,,,4884,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Kren
4001014,24-01-2024,04:08:00.000,Live,true,40596,3,Product 1,Therapy 1,Reactive,Reactive,normal,15,0.015717593,,,,,,,9769-CTT_IN_T9704,4871,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Kren
4000613,16-07-2024,20:17:00.000,Live,true,41933,1,Product 1,Therapy 1,Reactive,Reactive,normal,15,0.001898148,,,,,,,9761-CTT_IN_T9705,5200,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Kren
4001205,13-04-2024,,Practice,true,41733,1,Product 2,Therapy 2,Reactive,Reactive,normal,15,0.002071759,,,,,,,1969-CTT_IN_T1704,5020,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Kren
4001919,03-02-2023,,Live,false,41012,7,Product 8,Therapy 1,Reactive,Reactive,normal,15,0.024247685,,,,,,,1966-CTT_IN_T9907,5078,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Kren
4000696,29-05-2024,,Live,false,40018,10,Product 8,Therapy 1,Reactive,Reactive,normal,15,0.027025463,,,,,,,9761-CTT_IN_T9705,4600,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Kren
4001076,04-02-2023,05:21:00.000,Live,false,41055,1,Product 12,Therapy 3,Reactive,Reactive,normal,9,0.000138889,,,,,,,,4656,true,Therapy 3,PowerPoint,NIS - PPT,Product 12,Unlinked,Edward
4000280,19-03-2024,02:29:00.000,Practice,true,41495,3,Product 4,Therapy 2,Reactive,Reactive,normal,9,0.000451389,,,,,,,,5461,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Edward
4001951,30-05-2024,16:18:00.000,Practice,true,41204,7,Product 4,Therapy 2,Reactive,Reactive,normal,9,0.023587963,,,,,,,9784-CTT_IN_T1707,4892,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Edward
4000950,09-04-2024,21:44:00.000,Live,true,40740,6,Product 5,Therapy 2,Reactive,Reactive,normal,9,0.003611111,,,,,,,,4890,true,Therapy 2,PowerPoint,NIS - PPT,Product 5,Unlinked,Edward
4001324,16-08-2023,13:09:00.000,Live,true,40195,2,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.000335648,,,,,,,9769-CTT_IN_T9704,4938,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4000912,14-05-2024,,Live,true,41046,10,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.009513889,,,,,,,9176-CTT_IN_T9107,4790,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4001561,22-03-2024,,Live,false,40198,3,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.010671296,,,,,,,9786-CTT_IN_T9706,4540,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4001310,16-06-2024,,Live,true,41518,7,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.000694444,,,,,,,9769-CTT_IN_T9704,5441,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4000999,02-01-2023,,Live,false,41901,10,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.002048611,,,,,,,9786-CTT_IN_T9706,5431,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4001969,05-05-2024,,Live,true,40332,9,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.001689815,,,,,,,9761-CTT_IN_T9705,4735,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4001523,24-02-2023,,Live,false,41202,6,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.000150463,,,,,,,9769-CTT_IN_T9704,4606,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4000416,08-02-2024,,Practice,true,40296,8,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.091134259,,,,,,,9549-CTT_IN_T9109,4646,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4001695,18-10-2023,,Practice,true,41387,7,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.010868056,,,,,,,,5019,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Edward
4000039,10-06-2023,,Live,true,41849,6,Product 4,Therapy 2,Reactive,Reactive,normal,9,0.000254630,t65Cb24245Zcv5VIZR,1157t24245w1SNCZZ2,,OTH,,,9784-CTT_IN_T1707,5031,true,Therapy 2,PDF,PA - Copy_Reprint,Product 4,Linked,Edward
4001086,27-01-2024,,Live,false,40271,6,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.001469907,t65Cb24245ZcxjQIZR,,2278h24245g1SpuZZE,OTH,,,9600-CTT_IN_T9901,5298,true,Therapy 1,HTML,Slide,Product 6,Linked,Edward
4001246,01-08-2023,,Practice,true,40823,2,Product 6,Therapy 1,Reactive,Reactive,normal,9,0.000219907,,,,,,,,5395,true,Therapy 1,HTML,Slide,Product 6,Unlinked,Edward
4001890,01-05-2024,,Live,true,40459,5,Product 4,Therapy 2,Reactive,Reactive,normal,9,0.000752315,,,,,,,1968-CTT_IN_T1709,4926,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Edward
4000476,15-10-2023,07:36:00.000,Live,true,41641,1,Product 1,Therapy 1,Reactive,Reactive,normal,9,0.004814815,,,,,,,9786-CTT_IN_T9706,5449,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Edward
4000899,26-07-2023,21:41:00.000,Live,false,41997,7,Product 1,Therapy 1,Reactive,Reactive,normal,9,0.002430556,,,,,,,9176-CTT_IN_T9107,5223,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Edward
4000958,18-04-2023,07:20:00.000,Live,true,41257,8,Product 1,Therapy 1,Reactive,Reactive,normal,9,0.001805556,,,,,,,9786-CTT_IN_T9706,4571,true,Therapy 1,PowerPoint,NIS - PPT,Product 1,Unlinked,Edward
4001412,25-07-2023,,Live,true,40868,8,Product 1,Therapy 1,Reactive,Reactive,normal,9,0.006099537,,,,,,,,5236,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Edward
4001371,09-12-2023,,Live,false,41906,1,Product 1,Therapy 1,Reactive,Reactive,normal,9,0.000196759,,,,,,,9769-CTT_IN_T9704,4711,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 1,Unlinked,Edward
4000842,25-06-2023,,Live,true,41793,10,Product 8,Therapy 1,Reactive,Reactive,normal,9,0.025532407,,,,,,,,5341,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Edward
4001670,04-09-2023,,Live,true,40461,5,Product 17,Therapy 1,Reactive,Reactive,normal,9,0.000590278,,,,,,,9785-CTT_IN_T9101,4756,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 17,Unlinked,Edward
4000613,16-12-2023,09:29:00.000,Live,false,40161,8,Product 12,Therapy 3,Reactive,Reactive,normal,16,0.009351852,,,,,,,,5441,true,Therapy 3,PowerPoint,NIS - PPT,Product 12,Unlinked,Mathew
4000839,18-07-2023,02:34:00.000,Live,true,40350,8,Product 4,Therapy 2,Reactive,Reactive,normal,16,0.000543981,t65Cb24245Zwz3XIZR,1157t24245YSJZWZZ5,,OTH,,,9784-CTT_IN_T1707,4903,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Linked,Mathew
4000054,16-01-2024,10:06:00.000,Practice,false,41278,9,Product 4,Therapy 2,Reactive,Reactive,normal,16,0.000138889,,,,,,,9784-CTT_IN_T1707,5445,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Mathew
4000190,07-03-2024,20:06:00.000,Practice,true,41704,9,Product 4,Therapy 2,Reactive,Reactive,normal,16,0.000185185,,,,,,,1969-CTT_IN_T1704,5046,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 4,Unlinked,Mathew
4000466,21-05-2023,17:09:00.000,Live,true,40595,4,Product 13,Therapy 2,Reactive,Reactive,normal,16,0.005439815,,,,,,,1968-CTT_IN_T1709,5055,true,Therapy 2,PowerPoint,NIS - PPT,Product 13,Unlinked,Mathew
4000790,03-08-2023,17:48:00.000,Practice,true,41077,8,Product 4,Therapy 2,Reactive,Reactive,normal,16,0.000532407,,,,,,,,5477,true,Therapy 2,PowerPoint,NIS - PPT,Product 4,Unlinked,Mathew
4001236,21-10-2023,13:14:00.000,Live,true,40644,7,Product 5,Therapy 2,Reactive,Reactive,normal,16,0.002812500,t65Cb24245Zcy8fIZB,1157h00002H4jX2ZZJ,,OTH,,,,4621,true,Therapy 2,PowerPoint,NIS - PPT,Product 5,Linked,Mathew
4000130,18-12-2023,15:06:00.000,Live,false,40116,6,Product 6,Therapy 1,Reactive,Reactive,normal,16,0.031122685,,,,,,,9549-CTT_IN_T9109,4524,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Mathew
4000787,30-06-2023,07:47:00.000,Live,true,41986,8,Product 6,Therapy 1,Reactive,Reactive,normal,16,0.000185185,t65Cb24245ZcuwYIZR,,2278h24245g1WSnZZM,OTH,,,9780-CTT_IN_T9909,5371,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Linked,Mathew
4000021,28-01-2024,05:10:00.000,Live,false,41932,3,Product 6,Therapy 1,Reactive,Reactive,normal,16,0.000497685,,,,,,,9789-CTT_IN_T9906,4618,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Mathew
4000984,25-04-2023,,Live,true,41375,10,Product 6,Therapy 1,Reactive,Reactive,normal,16,0.000636574,,,,,,,,5118,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 6,Unlinked,Mathew
4001632,23-08-2023,,Live,true,41109,7,Product 4,Therapy 2,Reactive,Reactive,normal,16,0.000196759,t65Cb24245ZcxXZIZZ,,,OTH,,,9784-CTT_IN_T1707,5500,true,Therapy 2,PDF,PA - Copy_Reprint,Product 4,Linked,Mathew
